Restaurant_Name,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8,Category,Pricing_for_2,Locality in Pune,Dining_Rating
Fine Bakers,Bakery,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Desserts",200, Nigdi,3.7
Biryani House,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, North Indian",300, Kharadi,3.7
CT Point Konkan Cafe,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Konkan, Goan",700, Pimple Gurav,3.7
Uncle Kitchen,North Indian,East Asian,Fast Food,North Indian,Beverages,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food, Maharashtrian, Beverages",550, Camp Area,3.7
Central Cafe - Shawarma and Burgers,Fast Food,Burger,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Burger, Beverages",300,Hinjawadi,3.7
Kailash Express Inn,South Indian,Street Food,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Street Food, Sandwich",250, Shivapur,3.7
Burger Point,Fast Food,Burger,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Burger",250, Hadapsar,3.7
The Davanageri Benne Dosa,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,South Indian,300, Akurdi,3.7
Cafe Tea Talkss,Coffee and Tea,Pizza,Burger,Fast Food,Beverages,MISSING,MISSING,MISSING,"Tea, Pizza, Burger, Fast Food, Beverages",400, Kothrud,3.7
The Grill Junction,East Asian,North Indian,Indian (other),Kebab,Rajasthani,MISSING,MISSING,MISSING,"Chinese, North Indian, Biryani, Kebab, Malwani",500, Pimpri,3.7
Arun Ice Creams,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Ice Cream,250, Dhankawadi,3.7
Brain Freeze Ice Cream And Desserts,Ice Cream,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts",400, Wakad,3.7
Aditya House Pure Veg,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,450, Pimpri,3.7
Jogi Ke Chhole Bhature,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,200,Sinhgad Road,3.7
Madras Cafe,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,South Indian,300, Dhanori,3.7
Mezban,North Indian,East Asian,Indian (other),Seafood,Desserts,Beverages,MISSING,MISSING,"North Indian, Chinese, Biryani, Seafood, Desserts, Beverages",600, Wakad,3.7
Nukkad Cafe,East Asian,Fast Food,North Indian,Pizza,Beverages,MISSING,MISSING,MISSING,"Chinese, Fast Food, North Indian, Pizza, Beverages",400, Viman Nagar,3.7
Jai Maharashtra Wadyawarla Jevan,North Indian,North Indian,North Indian,Oriental,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Malwani, North Indian, Chinese",550, Undri,3.7
Emerald,Fast Food,Street Food,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,"Fast Food, Street Food, Desserts, Beverages",350, Nigdi,3.7
16•18•20 The Pizzeria,Pizza,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Pizza, Fast Food",700, Pashan,3.7
Chinese Corner,East Asian,Kebab,Southeast Asian,North Indian,MISSING,MISSING,MISSING,MISSING,"Chinese, Kebab, Thai, North Indian",500, Nigdi,3.7
Agatya Pavbhaji Juice Bar,South Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Street Food",300, Dhanori,3.7
The Mocktail Den,Fast Food,Beverages,Burger,Pizza,Desserts,MISSING,MISSING,MISSING,"Fast Food, Beverages, Burger, Pizza, Desserts",350, Katraj,3.7
Crazee Cafe,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",300, Viman Nagar,3.7
Mövenpick,Desserts,Ice Cream,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Ice Cream, Beverages",500, Viman Nagar,3.7
Mr. Fries,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",200, Pimpri,3.7
FIR - Fresh Ice Cream Rolls,Desserts,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Ice Cream",250,Pimple Saudagar,3.7
Janhvis,Fast Food,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Ice Cream",350, Pashan,3.7
Cafe 96K,Fast Food,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Street Food, Beverages",250, Narhe,3.7
Hotel Bhauchi Missal,Street Food,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Maharashtrian",300, Warje,3.7
Waffle House,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Beverages",350,Magarpatta,3.7
Punjabi Chef,North Indian,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Desserts, Beverages",400, Mundhwa,3.7
Desi Adda,North Indian,East Asian,South Indian,Fast Food,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, South Indian, Fast Food",200, Kharadi,3.7
Swirl Station,Desserts,Ice Cream,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Ice Cream, Beverages",200,Sinhgad Road,3.7
Snow In  A Bowl- Dessert & Gaming Café,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Ice Cream,500,NIBM Road,3.7
Special South Dosa Center,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,South Indian,200, Hadapsar,3.7
Biryani Kebabs & Co,Indian (other),Kebab,North Indian,Rolls,MISSING,MISSING,MISSING,MISSING,"Biryani, Kebab, North Indian, Rolls",500, Kothrud,3.7
Sai Chaya Misal House,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Street Food",200, Shivapur,3.7
Samy's Hangout,Fast Food,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Sandwich",250, Nigdi,3.7
Burger 69 & More,Burger,Healthy Food,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,"Burger, Salad, Fast Food, Beverages",400, Viman Nagar,3.7
Samudra Manthan,Seafood,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Seafood, North Indian",600, Lonavala,3.7
Swayampak Poli Bhaji Center,North Indian,East Asian,South Indian,Fast Food,Rajasthani,MISSING,MISSING,MISSING,"North Indian, Chinese, South Indian, Fast Food, Maharashtrian",500, Ravet,3.7
Cafe Poee,North Indian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Goan, Fast Food",250, Wanowrie,3.7
Chintoo's - The Foodies Hub,North Indian,Rolls,Kebab,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Rolls, Kebab",300, Pimpri,3.7
Fruitox,Healthy Food,Juices,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Healthy Food, Juices, Beverages",300, Pimpri,3.7
Cafe Chaila,Coffee and Tea,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Tea, Fast Food, Beverages",200, Pashan,3.7
The Crispy Crust,East Asian,European,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Italian",500, Undri,3.7
Khushi 2,East Asian,North Indian,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Maharashtrian, Mughlai",550, Pimpri,3.7
Hunger Lobby,Middle Eastern,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Lebanese, Fast Food, Beverages",350, Salunkhe Vihar Road,3.7
The Truck,Burger,Sandwich,European,Fast Food,Beverages,MISSING,MISSING,MISSING,"Burger, Sandwich, Momos, Fast Food, Beverages",500, Kharadi,3.7
Guru Da Dhaba,North Indian,Indian (other),East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese",400, Pune-Solapur Road,3.7
Yogisthaan,Coffee and Tea,Healthy Food,Desserts,Fast Food,Beverages,MISSING,MISSING,MISSING,"Cafe, Healthy Food, Desserts, Fast Food, Beverages",900, Viman Nagar,3.7
Chakna Express Dubai Shwarma,Middle Eastern,Himalayan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Lebanese, Momos",300, Wakad,3.7
Swagat Veg Non Veg,East Asian,Middle Eastern,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Maharashtrian, North Indian",350, Senapati Bapat Road,3.7
Vega @37,North Indian,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food",500, Kondhawa,3.7
The Cake & Cream Factory,Bakery,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Desserts",500, Budhwar Peth,3.7
Ayyappa Dosa Centre,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,South Indian,150, Pimpri,3.7
Area 52 Food Park,North Indian,South Indian,North Indian,Fast Food,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Maharashtrian, Fast Food",400, Karve Nagar,3.7
Shivkailash Bhel,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages",150, Wagholi,3.7
Al Madina Restaurant,North Indian,East Asian,North Indian,Indian (other),Indian (other),MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian, Mughlai, Biryani",450, Baner,3.7
Hotel Laxmi Fast Food Veg Non Veg,Fast Food,North Indian,East Asian,North Indian,Indian (other),MISSING,MISSING,MISSING,"Fast Food, North Indian, Chinese, Malwani, Biryani",500, Katraj,3.7
K2H Meals,North Indian,Street Food,South Indian,North Indian,Desserts,Beverages,MISSING,MISSING,"Maharashtrian, Street Food, South Indian, North Indian, Desserts, Beverages",250,Sinhgad Road,3.7
I-POT Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,500,Pimple Saudagar,3.7
The Pasta Bistro,Fast Food,European,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Italian",350, Balewadi,3.7
Il Piccolo,European,Healthy Food,Indian (other),Sandwich,MISSING,MISSING,MISSING,MISSING,"Italian, Salad, Pizza, Sandwich",600, Balewadi,3.7
Rankala Misal House Snacks Centre,Fast Food,Middle Eastern,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Maharashtrian, Street Food",150, Balewadi,3.7
Sparrow Rolls Rice And More,Rolls,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Rolls, Biryani",250, Narhe,3.7
Rasoi Segdi,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",450, Viman Nagar,3.7
Maratha Burger & Cafe Delight,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300, Lohegaon,3.7
New Hotel Taj,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai",550, Lohegaon,3.7
Super Samosas,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,200,Hinjawadi,3.7
Raghuveer Hotel,North Indian,East Asian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Malwani",500, Wadgaon Sheri,3.7
The Munch Bistro,Ice Cream,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts",300, Salunkhe Vihar Road,3.7
Beach Town Cafe,Fast Food,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Chinese",500, Pashan,3.7
Ajantha The Indian Restaurant,North Indian,East Asian,South Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Hyderabadi, Mughlai",300, Kondhawa,3.7
Zayka,Fast Food,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Chinese, North Indian",400, Balewadi,3.7
Mumbaian Pav Bhaji,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,200, Baner,3.7
That's Eat,North Indian,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food",400,Hinjawadi,3.7
Ajooba - Desi Khana,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani",500, Baner,3.7
K&T Family restaurant,North Indian,East Asian,Kebab,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Kebab",200, Warje,3.7
Cafe Crush,Sandwich,Pizza,Fast Food,Ice Cream,Beverages,Desserts,MISSING,MISSING,"Sandwich, Pizza, Fast Food, Ice Cream, Beverages, Desserts",300, Budhwar Peth,3.7
RK Kebabs And Curries,North Indian,East Asian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Maharashtrian",400, Hadapsar,3.7
Burger Vurger,Fast Food,Rolls,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Rolls",350, Wadgaon Sheri,3.7
Chakhna.Com,North Indian,Middle Eastern,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian, Chinese, Fast Food",500, Wakad,3.7
Cafe ATKT,Coffee and Tea,Fast Food,Burger,Sandwich,Beverages,MISSING,MISSING,MISSING,"Cafe, Fast Food, Burger, Sandwich, Beverages",350, Nigdi,3.7
The Food Gym,Healthy Food,Sandwich,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Healthy Food, Sandwich, Beverages",450, Balewadi,3.7
Hotel Pancham,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",350,Magarpatta,3.7
Albano Shakes & Fries,Fast Food,Beverages,European,The Americas,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages, Italian, Mexican",400, Shivaji Nagar,3.7
Biryummy,Indian (other),Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, Mughlai",450, Undri,3.7
Dhadoom,Fast Food,Pizza,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Pizza, Beverages",550, Erandwane,3.7
Hotel Naaz Veg Non Veg,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,500, Erandwane,3.7
Downtown Cafe,Coffee and Tea,Fast Food,Indian (other),Burger,Beverages,MISSING,MISSING,MISSING,"Cafe, Fast Food, Pizza, Burger, Beverages",450, Shivaji Nagar,3.7
Hotel Sitara,North Indian,Middle Eastern,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian, Malwani, Biryani",550, Kothrud,3.7
Hari Narayan Nasta House,North Indian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Beverages",150, Akurdi,3.7
Cake Lounge,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Desserts,350,Kalyani Nagar,3.7
Shree Prasadam,East Asian,North Indian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Beverages",700, Talegaon,3.7
The China House,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,400, Dange Chowk,3.7
Le Chaat,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,200, Baner,3.7
Aditi Hotel,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",400,Hinjawadi,3.7
Aika's Cuptea Cafe,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",200,NIBM Road,3.7
Cafe Jitters,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,300,NIBM Road,3.7
New Royal Chinese,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Aundh,3.7
We Desi,North Indian,Rolls,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Rolls",450, Koregaon Park,3.7
Pokket Cafe,Fast Food,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Desserts, Beverages",500, Balewadi,3.7
Vira Nagpur Saoji,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian",450, Pimple Gurav,3.7
Dimpy's,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,250, Baner,3.7
Nagpur Bole Toh Saoji,North Indian,Street Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Street Food, Fast Food",300, Pimple Nilakh,3.7
Matka Misal House,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,100, Hadapsar,3.7
Ting Tongue,Juices,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Juices, Beverages",200, Baner,3.7
Ramble,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,400, Viman Nagar,3.7
Kebab Thikana,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, North Indian",400, Ravet,3.7
Urban Rassa Restaurant,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,400, Akurdi,3.7
Hotel Devasa,North Indian,East Asian,Indian (other),Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Biryani",500, Akurdi,3.7
Pablo's Pizzeria,Pizza,Burger,Pasta,European,Fast Food,MISSING,MISSING,MISSING,"Pizza, Burger, Pasta, Italian, Fast Food",600, Hadapsar,3.7
Mithla Paratha & Thali House,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,300, Baner,3.7
Sarpanch Vadevale,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,100, Wadgaon Sheri,3.7
Kesari Bhel,Street Food,Beverages,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages, Sandwich",200, Karve Nagar,3.7
Hotel Black Curry,North Indian,Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Seafood",500, Wakad,3.7
Hasty Tasty,East Asian,North Indian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Fast Food",350, Wadgaon Sheri,3.7
Coffee Zone,Beverages,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Beverages, Fast Food",2000, Hadapsar,3.7
JD Kitchen,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,500, Aundh,3.7
Jijae Lunch Home,North Indian,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian",300, Kothrud,3.7
Swaraj Fastfood And Restaurant,North Indian,North Indian,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian, South Indian",300, Akurdi,3.7
Madina Foods - The Meat Boutique,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,100, Rasta Peth,3.7
Hotel Malhar,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian",400, Hadapsar,3.7
Hotel Kalampatil,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian",300, Ravet,3.7
Shri Krishna's Roll,East Asian,Rolls,Fast Food,North Indian,MISSING,MISSING,MISSING,MISSING,"Chinese, Rolls, Fast Food, North Indian",300, Chinchwad,3.7
Chandromaa's,European,European,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"British, Continental, Beverages",600, Fatima Nagar,3.7
A1 Ice Cream Parlour,Ice Cream,Desserts,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts, Street Food",250, Khadki,3.7
The Quality Sandwich,Sandwich,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Sandwich, Fast Food",250, Dhankawadi,3.7
Yellow Straw,Pizza,East Asian,Healthy Food,Sandwich,Burger,Fast Food,MISSING,MISSING,"Pizza, Chinese, Salad, Sandwich, Burger, Fast Food",500, Kharadi,3.7
The Ricemill Kitchen,Sandwich,Fast Food,North Indian,Beverages,MISSING,MISSING,MISSING,MISSING,"Sandwich, Fast Food, North Indian, Beverages",450,Kalyani Nagar,3.7
Balaji Hotel,North Indian,East Asian,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Maharashtrian, Biryani",600, Vishrantwadi,3.7
Ithoba Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150, Satara Road,3.7
Nagari Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,100, Lohegaon,3.7
Hotel Udupi Restaurant,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,350, Pimpri,3.7
Food Maestros,Fast Food,Sandwich,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Sandwich, Beverages",400,NIBM Road,3.7
R P House Of Pakodas And Parathas,North Indian,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food, Beverages",200, Rasta Peth,3.7
Hotel Samadhan,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,300, Satara Road,3.7
Ambika Bhuwan,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150, Parvati,3.7
Lazeez Hub,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",450, Pashan,3.7
Hotel Jai Bhawani,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian",500, Hadapsar,3.7
Balaji Pavbhaji & Dosa,South Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Street Food",150, Pimpri,3.7
Duskin's Cafe,Sandwich,Pizza,Fast Food,North Indian,Beverages,MISSING,MISSING,MISSING,"Sandwich, Pizza, Fast Food, North Indian, Beverages",400, Katraj,3.7
Indorilaal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,100, Baner,3.7
Shawarma Junction,East Asian,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Lebanese",250, Kharadi,3.7
Jalsa Resto,North Indian,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian, Street Food",450, Pimple Gurav,3.7
Blenders Delight,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",300,Pimple Saudagar,3.7
Kuch Light Kuch Delight,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages",250, Nigdi,3.7
Cafe Raajas,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, Beverages",300, Karve Nagar,3.7
China Province,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300, Wadgaon Sheri,3.7
Cafe Refuel,Street Food,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Fast Food",350, Ravet,3.7
Kap's Corner,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,150, Aundh,3.7
Create The Food Studio,Sandwich,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Sandwich, Fast Food",500, Balewadi,3.7
Vitthal Krupa Chat Bhandar,Street Food,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Maharashtrian",250, Karve Nagar,3.7
